ISO,country,year,population,cases_low,cases,cases_high,deaths_low,deaths,deaths_high
SLB,,2002,431079,152000,280109,456000,30,513,1140
SLB,,2003,442545,166000,238969,347000,28,456,920
SLB,,2004,453963,187000,337528,542000,36,652,1430
SLB,,2005,465218,151000,285544,464000,31,546,1220
SLB,,2006,476275,150000,281608,464000,29,549,1240
SLB,,2007,487211,111000,155491,222000,18,310,630
SLB,,2008,498332,67000,92630,132000,10,180,360
SLB,,2009,510030,54000,75305,108000,8,142,290
SLB,,2010,522582,66000,91425,131000,10,163,320
SLB,,2011,536106,44000,62676,92000,7,108,220
SLB,,2012,550505,39000,52221,73000,6,89,180
SLB,,2013,565615,40000,53689,75000,6,83,160
SLB,,2014,581208,25000,30591,39000,3,48,88
SLB,,2015,597101,33000,39916,49000,5,57,99
SLB,,2016,613243,72000,84451,101000,12,103,170
SLB,,2017,629669,80000,103482,139000,14,134,250
SLB,,2018,646327,75000,86348,102000,12,109,180
SLB,,2019,663122,122000,164358,230000,25,186,360
VUT,Vanuatu,2000,184964,13000,23167,38000,2,34,75
VUT,,2001,189209,13000,18702,27000,1,24,49
VUT,,2002,193927,25000,36655,53000,4,52,100
VUT,,2003,198960,28000,42687,64000,5,68,140
VUT,,2004,204123,23000,33102,45000,3,49,93
VUT,,2005,209282,17000,25624,39000,3,35,71
VUT,,2006,214379,14000,22943,35000,2,30,63
VUT,,2007,219464,15000,27312,117000,3,36,170
VUT,,2008,224700,13000,26771,116000,2,37,180
VUT,,2009,230244,8100,14887,25000,1,22,51
VUT,,2010,236216,13000,15669,20000,1,20,35
VUT,,2011,242658,8900,11631,16000,1,14,27
VUT,,2012,249505,6400,8394,11000,,0,
VUT,,2013,256637,4100,5326,7200,,0,
VUT,,2014,263888,1900,2427,3300,,0,
VUT,,2015,271128,680,787,920,,0,
VUT,,2016,278326,3200,4177,5600,,0,
VUT,,2017,285499,1700,2268,3100,,0,
VUT,,2018,292675,900,1167,1600,,0,
VUT,,2019,299882,800,1047,1400,,0,
VNM,Viet Nam,2000,58893103,158000,201414,270000,22,421,800
VNM,,2001,59506334,148000,185145,241000,21,380,700
VNM,,2002,60089950,105000,131451,172000,14,271,500
VNM,,2003,60655409,78000,96592,125000,11,197,360
VNM,,2004,61216381,47000,56559,72000,6,115,210
VNM,,2005,61783751,34000,40604,51000,4,79,140
VNM,,2006,62362205,37000,43620,54000,4,92,160
VNM,,2007,62953293,24000,28022,34000,2,53,92
VNM,,2008,63560457,16000,17911,22000,1,37,65
VNM,,2009,64186031,21000,22853,26000,1,47,81
VNM,,2010,64831191,21000,22959,26000,2,45,75
VNM,,2011,65497232,19000,20206,23000,2,35,58
VNM,,2012,66183027,22000,23838,27000,2,40,66
VNM,,2013,66883664,19000,20760,23000,2,33,55
VNM,,2014,67592103,18000,19060,21000,2,29,47
VNM,,2015,68301988,10000,11283,13000,1,16,25
VNM,,2016,69011962,4600,5024,5600,0,7,12
VNM,,2017,69719636,5000,5481,6100,0,9,15
VNM,,2018,70416327,5300,5794,6500,0,9,16
VNM,,2019,71091518,8900,9702,11000,0,17,29
